"SKU","Brand","Model","Series","Status"
"CAN-T10-K","Canon","Image Class XMF1538","T10","parsed"
"CAN-T10-K","Canon","LBP1538 Image Runner C1533","T10","parsed"
"CAN-T10-K","Canon","C1538","T10","parsed"
"CAN-T10-C","Canon","Image Class XMF1538","T10","parsed"
"CAN-T10-C","Canon","LBP1538 Image Runner C1533","T10","parsed"
"CAN-T10-C","Canon","C1538","T10","parsed"
"CAN-T10-M","Canon","Image Class XMF1538","T10","parsed"
"CAN-T10-M","Canon","LBP1538 Image Runner C1533","T10","parsed"
"CAN-T10-M","Canon","C1538","T10","parsed"
"CAN-T10-Y","Canon","Image Class XMF1538","T10","parsed"
"CAN-T10-Y","Canon","LBP1538 Image Runner C1533","T10","parsed"
"CAN-T10-Y","Canon","C1538","T10","parsed"
"BRO-TN279XL-K","Brother","HL-L3280CDW","TN 279XL","parsed"
"BRO-TN279XL-K","Brother","DCP-L3520cdw","TN 279XL","parsed"
"BRO-TN279XL-K","Brother","MFC-L3720cdw","TN 279XL","parsed"
"BRO-TN279XL-K","Brother","L8390CDW","TN 279XL","parsed"
"BRO-TN279XL-C","Brother","HL-L3280CDW","TN 279XL","parsed"
"BRO-TN279XL-C","Brother","DCP-L3520cdw","TN 279XL","parsed"
"BRO-TN279XL-C","Brother","MFC-L3720cdw","TN 279XL","parsed"
"BRO-TN279XL-C","Brother","L8390CDW","TN 279XL","parsed"
"BRO-TN279XL-M","Brother","HL-L3280CDW","TN 279XL","parsed"
"BRO-TN279XL-M","Brother","DCP-L3520cdw","TN 279XL","parsed"
"BRO-TN279XL-M","Brother","MFC-L3720cdw","TN 279XL","parsed"
"BRO-TN279XL-M","Brother","L8390CDW","TN 279XL","parsed"
"BRO-TN279XL-Y","Brother","HL-L3280CDW","TN 279XL","parsed"
"BRO-TN279XL-Y","Brother","DCP-L3520cdw","TN 279XL","parsed"
"BRO-TN279XL-Y","Brother","MFC-L3720cdw","TN 279XL","parsed"
"BRO-TN279XL-Y","Brother","L8390CDW","TN 279XL","parsed"
"CAN-064H-K","Canon","MF735cx","064H","parsed"
"CAN-064H-K","Canon","MF832Cdw","064H","parsed"
"CAN-064H-K","Canon","LBP722Cdw","064H","parsed"
"CAN-064H-C","Canon","MF735cx","064H","parsed"
"CAN-064H-C","Canon","MF832Cdw","064H","parsed"
"CAN-064H-C","Canon","LBP722Cdw","064H","parsed"
"CAN-064H-M","Canon","MF735cx","064H","parsed"
"CAN-064H-M","Canon","MF832Cdw","064H","parsed"
"CAN-064H-M","Canon","LBP722Cdw","064H","parsed"
"CAN-064H-Y","Canon","MF735cx","064H","parsed"
"CAN-064H-Y","Canon","MF832Cdw","064H","parsed"
"CAN-064H-Y","Canon","LBP722Cdw","064H","parsed"
"CAN-067H-K","Canon","MF654","067H","parsed"
"CAN-067H-K","Canon","MF651","067H","parsed"
"CAN-067H-K","Canon","MF655cdw","067H","parsed"
"CAN-067H-K","Canon","656cdw","067H","parsed"
"CAN-067H-K","Canon","657cdw","067H","parsed"
"CAN-067H-C","Canon","MF654","067H","parsed"
"CAN-067H-C","Canon","MF651","067H","parsed"
"CAN-067H-C","Canon","MF655cdw","067H","parsed"
"CAN-067H-C","Canon","656cdw","067H","parsed"
"CAN-067H-C","Canon","657cdw","067H","parsed"
"CAN-067H-M","Canon","MF654","067H","parsed"
"CAN-067H-M","Canon","MF651","067H","parsed"
"CAN-067H-M","Canon","MF655cdw","067H","parsed"
"CAN-067H-M","Canon","656cdw","067H","parsed"
"CAN-067H-M","Canon","657cdw","067H","parsed"
"CAN-067H-Y","Canon","MF654","067H","parsed"
"CAN-067H-Y","Canon","MF651","067H","parsed"
"CAN-067H-Y","Canon","MF655cdw","067H","parsed"
"CAN-067H-Y","Canon","656cdw","067H","parsed"
"CAN-067H-Y","Canon","657cdw","067H","parsed"
"CAN-069H-K","Canon","673Cdw","069H","parsed"
"CAN-069H-K","Canon","674Cx","069H","parsed"
"CAN-069H-K","Canon","752Cd","069H","parsed"
"CAN-069H-K","Canon","756Cx","069H","parsed"
"CAN-069H-C","Canon","673Cdw","069H","parsed"
"CAN-069H-C","Canon","674Cx","069H","parsed"
"CAN-069H-C","Canon","752Cd","069H","parsed"
"CAN-069H-C","Canon","756Cx","069H","parsed"
"CAN-069H-M","Canon","673Cdw","069H","parsed"
"CAN-069H-M","Canon","674Cx","069H","parsed"
"CAN-069H-M","Canon","752Cd","069H","parsed"
"CAN-069H-M","Canon","756Cx","069H","parsed"
"CAN-069H-Y","Canon","673Cdw","069H","parsed"
"CAN-069H-Y","Canon","674Cx","069H","parsed"
"CAN-069H-Y","Canon","752Cd","069H","parsed"
"CAN-069H-Y","Canon","756Cx","069H","parsed"
"HP-222A-K","HP","Pro 3288dw","222A","parsed"
"HP-222A-K","HP","3388sdw","222A","parsed"
"HP-222A-K","HP","3388fdn","222A","parsed"
"HP-222A-K","HP","3388fdw","222A","parsed"
"HP-222A-C","HP","Pro 3288dw","222A","parsed"
"HP-222A-C","HP","3388sdw","222A","parsed"
"HP-222A-C","HP","3388fdn","222A","parsed"
"HP-222A-C","HP","3388fdw","222A","parsed"
"HP-222A-M","HP","Pro 3288dw","222A","parsed"
"HP-222A-M","HP","3388sdw","222A","parsed"
"HP-222A-M","HP","3388fdn","222A","parsed"
"HP-222A-M","HP","3388fdw","222A","parsed"
"HP-222A-Y","HP","Pro 3288dw","222A","parsed"
"HP-222A-Y","HP","3388sdw","222A","parsed"
"HP-222A-Y","HP","3388fdn","222A","parsed"
"HP-222A-Y","HP","3388fdw","222A","parsed"
"PAN-CTL2000H-K","Pantum","CP1100","CTL 2000H","parsed"
"PAN-CTL2000H-K","Pantum","CM1100","CTL 2000H","parsed"
"PAN-CTL2000H-C","Pantum","CP1100","CTL 2000H","parsed"
"PAN-CTL2000H-C","Pantum","CM1100","CTL 2000H","parsed"
"PAN-CTL2000H-M","Pantum","CP1100","CTL 2000H","parsed"
"PAN-CTL2000H-M","Pantum","CM1100","CTL 2000H","parsed"
"PAN-CTL2000H-Y","Pantum","CP1100","CTL 2000H","parsed"
"PAN-CTL2000H-Y","Pantum","CM1100","CTL 2000H","parsed"
"BRO-TN279-K","Brother","HL-L3280CDW","TN 279","parsed"
"BRO-TN279-K","Brother","DCP-L3520cdw","TN 279","parsed"
"BRO-TN279-K","Brother","MFC-L3720cdw","TN 279","parsed"
"BRO-TN279-C","Brother","HL-L3280CDW","TN 279","parsed"
"BRO-TN279-C","Brother","DCP-L3520cdw","TN 279","parsed"
"BRO-TN279-C","Brother","MFC-L3720cdw","TN 279","parsed"
"BRO-TN279-M","Brother","HL-L3280CDW","TN 279","parsed"
"BRO-TN279-M","Brother","DCP-L3520cdw","TN 279","parsed"
"BRO-TN279-M","Brother","MFC-L3720cdw","TN 279","parsed"
"BRO-TN279-Y","Brother","HL-L3280CDW","TN 279","parsed"
"BRO-TN279-Y","Brother","DCP-L3520cdw","TN 279","parsed"
"BRO-TN279-Y","Brother","MFC-L3720cdw","TN 279","parsed"
"HP-655A-K","HP","Laserjet Enterprise MMG652dn","655A","parsed"
"HP-655A-K","HP","MMG653","655A","parsed"
"HP-655A-K","HP","MMG681","655A","parsed"
"HP-655A-C","HP","Laserjet Enterprise MMG652dn","655A","parsed"
"HP-655A-C","HP","MMG653","655A","parsed"
"HP-655A-C","HP","MMG681","655A","parsed"
"HP-655A-M","HP","Laserjet Enterprise MMG652dn","655A","parsed"
"HP-655A-M","HP","MMG653","655A","parsed"
"HP-655A-M","HP","MMG681","655A","parsed"
"HP-655A-Y","HP","Laserjet Enterprise MMG652dn","655A","parsed"
"HP-655A-Y","HP","MMG653","655A","parsed"
"HP-655A-Y","HP","MMG681","655A","parsed"
"HP-230A-K","HP","Pro MFP 4203dn","230A","parsed"
"HP-230A-K","HP","MFP 4303dn","230A","parsed"
"HP-230A-C","HP","Pro MFP 4203dn","230A","parsed"
"HP-230A-C","HP","MFP 4303dn","230A","parsed"
"HP-230A-M","HP","Pro MFP 4203dn","230A","parsed"
"HP-230A-M","HP","MFP 4303dn","230A","parsed"
"HP-230A-Y","HP","Pro MFP 4203dn","230A","parsed"
"HP-230A-Y","HP","MFP 4303dn","230A","parsed"
"HP-216A-K","HP","Pro MFP M182","216A","parsed"
"HP-216A-K","HP","183","216A","parsed"
"HP-216A-K","HP","M155","216A","parsed"
"HP-216A-C","HP","Pro MFP M182","216A","parsed"
"HP-216A-C","HP","183","216A","parsed"
"HP-216A-C","HP","M155","216A","parsed"
"HP-216A-M","HP","Pro MFP M182","216A","parsed"
"HP-216A-M","HP","183","216A","parsed"
"HP-216A-M","HP","M155","216A","parsed"
"HP-216A-Y","HP","Pro MFP M182","216A","parsed"
"HP-216A-Y","HP","183","216A","parsed"
"HP-216A-Y","HP","M155","216A","parsed"
"GI-4-K","Canon","MAXIFY GX7040","GI-46","parsed"
"GI-4-K","Canon","6040","GI-46","parsed"
"GI-4-C","Canon","MAXIFY GX7040","GI-46","parsed"
"GI-4-C","Canon","6040","GI-46","parsed"
"GI-4-M","Canon","MAXIFY GX7040","GI-46","parsed"
"GI-4-M","Canon","6040","GI-46","parsed"
"GI-4-Y","Canon","MAXIFY GX7040","GI-46","parsed"
"GI-4-Y","Canon","6040","GI-46","parsed"
"HP-728-K","HP","T730 & T830","728","parsed"
"HP-728-C","HP","T730 & T830","728","parsed"
"HP-728-M","HP","T730 & T830","728","parsed"
"HP-728-Y","HP","T730 & T830","728","parsed"
"HP-653A-C","HP","Enterprise M651","653A","parsed"
"HP-653A-C","HP","M680","653A","parsed"
"HP-653A-M","HP","Enterprise M651","653A","parsed"
"HP-653A-M","HP","M680","653A","parsed"
"HP-653A-Y","HP","Enterprise M651","653A","parsed"
"HP-653A-Y","HP","M680","653A","parsed"
"HP-212A-K","HP","Enterprise M555dn","212A","parsed"
"HP-212A-K","HP","M554","212A","parsed"
"HP-212A-K","HP","M578","212A","parsed"
"HP-212A-C","HP","Enterprise M555dn","212A","parsed"
"HP-212A-C","HP","M554","212A","parsed"
"HP-212A-C","HP","M578","212A","parsed"
"HP-212A-M","HP","Enterprise M555dn","212A","parsed"
"HP-212A-M","HP","M554","212A","parsed"
"HP-212A-M","HP","M578","212A","parsed"
"HP-212A-Y","HP","Enterprise M555dn","212A","parsed"
"HP-212A-Y","HP","M554","212A","parsed"
"HP-212A-Y","HP","M578","212A","parsed"
"HP-305XL-K","HP","HP","305 XL","parsed"
"HP-305XL-CLR","HP","HP","305 XL","parsed"
"CAN-067-K","Canon","MF654","067","parsed"
"CAN-067-K","Canon","MF651","067","parsed"
"CAN-067-K","Canon","MF655cdw","067","parsed"
"CAN-067-K","Canon","656cdw","067","parsed"
"CAN-067-K","Canon","657cdw","067","parsed"
"CAN-067-C","Canon","MF654","067","parsed"
"CAN-067-C","Canon","MF651","067","parsed"
"CAN-067-C","Canon","MF655cdw","067","parsed"
"CAN-067-C","Canon","656cdw","067","parsed"
"CAN-067-C","Canon","657cdw","067","parsed"
"CAN-067-M","Canon","MF654","067","parsed"
"CAN-067-M","Canon","MF651","067","parsed"
"CAN-067-M","Canon","MF655cdw","067","parsed"
"CAN-067-M","Canon","656cdw","067","parsed"
"CAN-067-M","Canon","657cdw","067","parsed"
"CAN-067-Y","Canon","MF654","067","parsed"
"CAN-067-Y","Canon","MF651","067","parsed"
"CAN-067-Y","Canon","MF655cdw","067","parsed"
"CAN-067-Y","Canon","656cdw","067","parsed"
"CAN-067-Y","Canon","657cdw","067","parsed"
"EPS-103-K","Epson","Eco Tank L1110","103","parsed"
"EPS-103-K","Epson","3150","103","parsed"
"EPS-103-K","Epson","3110","103","parsed"
"EPS-103-C","Epson","Eco Tank L1110","103","parsed"
"EPS-103-C","Epson","3150","103","parsed"
"EPS-103-C","Epson","3110","103","parsed"
"EPS-103-M","Epson","Eco Tank L1110","103","parsed"
"EPS-103-M","Epson","3150","103","parsed"
"EPS-103-M","Epson","3110","103","parsed"
"EPS-103-Y","Epson","Eco Tank L1110","103","parsed"
"EPS-103-Y","Epson","3150","103","parsed"
"EPS-103-Y","Epson","3110","103","parsed"
"EPS-101-K","Epson","Eco Tank L6160","101","parsed"
"EPS-101-K","Epson","6190","101","parsed"
"EPS-101-K","Epson","4260","101","parsed"
"EPS-101-K","Epson","6260","101","parsed"
"EPS-101-K","Epson","14150","101","parsed"
"EPS-101-C","Epson","Eco Tank L6160","101","parsed"
"EPS-101-C","Epson","6190","101","parsed"
"EPS-101-C","Epson","4260","101","parsed"
"EPS-101-C","Epson","6260","101","parsed"
"EPS-101-C","Epson","14150","101","parsed"
"EPS-101-M","Epson","Eco Tank L6160","101","parsed"
"EPS-101-M","Epson","6190","101","parsed"
"EPS-101-M","Epson","4260","101","parsed"
"EPS-101-M","Epson","6260","101","parsed"
"EPS-101-M","Epson","14150","101","parsed"
"EPS-101-Y","Epson","Eco Tank L6160","101","parsed"
"EPS-101-Y","Epson","6190","101","parsed"
"EPS-101-Y","Epson","4260","101","parsed"
"EPS-101-Y","Epson","6260","101","parsed"
"EPS-101-Y","Epson","14150","101","parsed"
"CAN-069-K","Canon","LBP674","069","parsed"
"CAN-069-K","Canon","MF751","069","parsed"
"CAN-069-K","Canon","MF753CDW","069","parsed"
"CAN-069-C","Canon","LBP674","069","parsed"
"CAN-069-C","Canon","MF751","069","parsed"
"CAN-069-C","Canon","MF753CDW","069","parsed"
"CAN-069-M","Canon","LBP674","069","parsed"
"CAN-069-M","Canon","MF751","069","parsed"
"CAN-069-M","Canon","MF753CDW","069","parsed"
"CAN-069-Y","Canon","LBP674","069","parsed"
"CAN-069-Y","Canon","MF751","069","parsed"
"CAN-069-Y","Canon","MF753CDW","069","parsed"
"CAN-055-K","Canon","MF742","055","parsed"
"CAN-055-K","Canon","744","055","parsed"
"CAN-055-K","Canon","746","055","parsed"
"CAN-055-C","Canon","MF742","055","parsed"
"CAN-055-C","Canon","744","055","parsed"
"CAN-055-C","Canon","746","055","parsed"
"CAN-055-M","Canon","MF742","055","parsed"
"CAN-055-M","Canon","744","055","parsed"
"CAN-055-M","Canon","746","055","parsed"
"CAN-055-Y","Canon","MF742","055","parsed"
"CAN-055-Y","Canon","744","055","parsed"
"CAN-055-Y","Canon","746","055","parsed"
"RIC-SPC430-K","Ricoh","SP C430","SP C430","parsed"
"RIC-SPC430-K","Ricoh","SP C431","SP C430","parsed"
"RIC-SPC430-C","Ricoh","SP C430","SP C430","parsed"
"RIC-SPC430-C","Ricoh","SP C431","SP C430","parsed"
"RIC-SPC430-M","Ricoh","SP C430","SP C430","parsed"
"RIC-SPC430-M","Ricoh","SP C431","SP C430","parsed"
"RIC-SPC430-Y","Ricoh","SP C430","SP C430","parsed"
"RIC-SPC430-Y","Ricoh","SP C431","SP C430","parsed"
"RIC-MPC2003-K","Ricoh","MP C2003","MP C2003","parsed"
"RIC-MPC2003-K","Ricoh","MP C2011","MP C2003","parsed"
"RIC-MPC2003-K","Ricoh","MP C2503","MP C2003","parsed"
"RIC-MPC2003-C","Ricoh","MP C2003","MP C2003","parsed"
"RIC-MPC2003-C","Ricoh","MP C2011","MP C2003","parsed"
"RIC-MPC2003-C","Ricoh","MP C2503","MP C2003","parsed"
"RIC-MPC2003-M","Ricoh","MP C2003","MP C2003","parsed"
"RIC-MPC2003-M","Ricoh","MP C2011","MP C2003","parsed"
"RIC-MPC2003-M","Ricoh","MP C2503","MP C2003","parsed"
"RIC-MPC2003-Y","Ricoh","MP C2003","MP C2003","parsed"
"RIC-MPC2003-Y","Ricoh","MP C2011","MP C2003","parsed"
"RIC-MPC2003-Y","Ricoh","MP C2503","MP C2003","parsed"
"RIC-MPC2503-K","Ricoh","MP C2003","MP C2503","parsed"
"RIC-MPC2503-K","Ricoh","MP C2011","MP C2503","parsed"
"RIC-MPC2503-K","Ricoh","MP C2503","MP C2503","parsed"
"RIC-MPC2503-C","Ricoh","MP C2003","MP C2503","parsed"
"RIC-MPC2503-C","Ricoh","MP C2011","MP C2503","parsed"
"RIC-MPC2503-C","Ricoh","MP C2503","MP C2503","parsed"
"RIC-MPC2503-M","Ricoh","MP C2003","MP C2503","parsed"
"RIC-MPC2503-M","Ricoh","MP C2011","MP C2503","parsed"
"RIC-MPC2503-M","Ricoh","MP C2503","MP C2503","parsed"
"RIC-MPC2503-Y","Ricoh","MP C2003","MP C2503","parsed"
"RIC-MPC2503-Y","Ricoh","MP C2011","MP C2503","parsed"
"RIC-MPC2503-Y","Ricoh","MP C2503","MP C2503","parsed"
"BRO-TN469-K","Brother","Brother HL-8360CDW","TN 469","parsed"
"BRO-TN469-K","Brother","MFC-8690CDW","TN 469","parsed"
"BRO-TN469-K","Brother","MFC-9570CDW","TN 469","parsed"
"BRO-TN469-C","Brother","Brother HL-8360CDW","TN 469","parsed"
"BRO-TN469-C","Brother","MFC-8690CDW","TN 469","parsed"
"BRO-TN469-C","Brother","MFC-9570CDW","TN 469","parsed"
"BRO-TN469-M","Brother","Brother HL-8360CDW","TN 469","parsed"
"BRO-TN469-M","Brother","MFC-8690CDW","TN 469","parsed"
"BRO-TN469-M","Brother","MFC-9570CDW","TN 469","parsed"
"BRO-TN469-Y","Brother","Brother HL-8360CDW","TN 469","parsed"
"BRO-TN469-Y","Brother","MFC-8690CDW","TN 469","parsed"
"BRO-TN469-Y","Brother","MFC-9570CDW","TN 469","parsed"
"KYO-TK5270-K","Kyocera","Ecosys M6230","TK 5270","parsed"
"KYO-TK5270-K","Kyocera","M6630","TK 5270","parsed"
"KYO-TK5270-K","Kyocera","P6230","TK 5270","parsed"
"KYO-TK5270-C","Kyocera","Ecosys M6230","TK 5270","parsed"
"KYO-TK5270-C","Kyocera","M6630","TK 5270","parsed"
"KYO-TK5270-C","Kyocera","P6230","TK 5270","parsed"
"KYO-TK5270-M","Kyocera","Ecosys M6230","TK 5270","parsed"
"KYO-TK5270-M","Kyocera","M6630","TK 5270","parsed"
"KYO-TK5270-M","Kyocera","P6230","TK 5270","parsed"
"KYO-TK5270-Y","Kyocera","Ecosys M6230","TK 5270","parsed"
"KYO-TK5270-Y","Kyocera","M6630","TK 5270","parsed"
"KYO-TK5270-Y","Kyocera","P6230","TK 5270","parsed"
"PAN-CTL1100-K","Pantum","CP1100","CTL 1100","parsed"
"PAN-CTL1100-K","Pantum","CM1100","CTL 1100","parsed"
"PAN-CTL1100-C","Pantum","CP1100","CTL 1100","parsed"
"PAN-CTL1100-C","Pantum","CM1100","CTL 1100","parsed"
"PAN-CTL1100-M","Pantum","CP1100","CTL 1100","parsed"
"PAN-CTL1100-M","Pantum","CM1100","CTL 1100","parsed"
"PAN-CTL1100-Y","Pantum","CP1100","CTL 1100","parsed"
"PAN-CTL1100-Y","Pantum","CM1100","CTL 1100","parsed"
"CAN-EXV49-K","Canon","C3325","EXV 49","parsed"
"CAN-EXV49-K","Canon","C3320","EXV 49","parsed"
"CAN-EXV49-K","Canon","C3330","EXV 49","parsed"
"CAN-EXV49-K","Canon","C3520","EXV 49","parsed"
"CAN-EXV49-K","Canon","C3525","EXV 49","parsed"
"CAN-EXV49-C","Canon","C3325","EXV 49","parsed"
"CAN-EXV49-C","Canon","C3320","EXV 49","parsed"
"CAN-EXV49-C","Canon","C3330","EXV 49","parsed"
"CAN-EXV49-C","Canon","C3520","EXV 49","parsed"
"CAN-EXV49-C","Canon","C3525","EXV 49","parsed"
"CAN-EXV49-M","Canon","C3325","EXV 49","parsed"
"CAN-EXV49-M","Canon","C3320","EXV 49","parsed"
"CAN-EXV49-M","Canon","C3330","EXV 49","parsed"
"CAN-EXV49-M","Canon","C3520","EXV 49","parsed"
"CAN-EXV49-M","Canon","C3525","EXV 49","parsed"
"CAN-EXV49-Y","Canon","C3325","EXV 49","parsed"
"CAN-EXV49-Y","Canon","C3320","EXV 49","parsed"
"CAN-EXV49-Y","Canon","C3330","EXV 49","parsed"
"CAN-EXV49-Y","Canon","C3520","EXV 49","parsed"
"CAN-EXV49-Y","Canon","C3525","EXV 49","parsed"
"RIC-MPC2011-K","Ricoh","MP C2003","MP C2011","parsed"
"RIC-MPC2011-K","Ricoh","MP C2011","MP C2011","parsed"
"RIC-MPC2011-K","Ricoh","MP C2503","MP C2011","parsed"
"RIC-MPC2011-C","Ricoh","MP C2003","MP C2011","parsed"
"RIC-MPC2011-C","Ricoh","MP C2011","MP C2011","parsed"
"RIC-MPC2011-C","Ricoh","MP C2503","MP C2011","parsed"
"RIC-MPC2011-M","Ricoh","MP C2003","MP C2011","parsed"
"RIC-MPC2011-M","Ricoh","MP C2011","MP C2011","parsed"
"RIC-MPC2011-M","Ricoh","MP C2503","MP C2011","parsed"
"RIC-MPC2011-Y","Ricoh","MP C2003","MP C2011","parsed"
"RIC-MPC2011-Y","Ricoh","MP C2011","MP C2011","parsed"
"RIC-MPC2011-Y","Ricoh","MP C2503","MP C2011","parsed"
"RIC-MP306-K","Ricoh","MP C306","MP 306","parsed"
"RIC-MP306-K","Ricoh","MP C406","MP 306","parsed"
"RIC-MP306-K","Ricoh","MP C307","MP 306","parsed"
"RIC-MP306-K","Ricoh","MP C407","MP 306","parsed"
"RIC-MP306-C","Ricoh","MP C306","MP 306","parsed"
"RIC-MP306-C","Ricoh","MP C406","MP 306","parsed"
"RIC-MP306-C","Ricoh","MP C307","MP 306","parsed"
"RIC-MP306-C","Ricoh","MP C407","MP 306","parsed"
"RIC-MP306-M","Ricoh","MP C306","MP 306","parsed"
"RIC-MP306-M","Ricoh","MP C406","MP 306","parsed"
"RIC-MP306-M","Ricoh","MP C307","MP 306","parsed"
"RIC-MP306-M","Ricoh","MP C407","MP 306","parsed"
"RIC-MP306-Y","Ricoh","MP C306","MP 306","parsed"
"RIC-MP306-Y","Ricoh","MP C406","MP 306","parsed"
"RIC-MP306-Y","Ricoh","MP C307","MP 306","parsed"
"RIC-MP306-Y","Ricoh","MP C407","MP 306","parsed"
"KM-TN321-K","Konica Minolta","Bizhub C224","TN 321","parsed"
"KM-TN321-K","Konica Minolta","C224e","TN 321","parsed"
"KM-TN321-K","Konica Minolta","C284","TN 321","parsed"
